;Municipalitynumber;Municipality;Size;Residents;Buildingprice;Grasslandprice
1362;10720.0;Tadten;36.04;1197.0;40.65;2.07
1363;10721.0;Wallern im Burgenland;33.91;1676.0;38.26;3.07
1364;10722.0;Weiden am See;32.49;2474.0;126.38;3.13
1365;10723.0;Winden am See;13.5;1333.0;73.77;1.81
1366;10724.0;Zurndorf;54.29;2276.0;75.76;2.26
1367;10725.0;Neudorf;21.66;7180.0;55.0;2.23
1368;10726.0;Potzneusiedl;12.1;6050.0;87.02;2.55
1369;10727.0;Edelstal;5.89;7680.0;134.88;1.66
1370;;;;;;
1371;;;;;;
1372;10801.0;Deutschkreutz;34.1;3075.0;43.0;1.81
1373;10802.0;Draßmarkt;36.23;1376.0;21.21;1.55
1374;10803.0;Frankenau-Unterpullendorf;29.94;109.0;22.22;1.81
1375;10804.0;Großwarasdorf;42.49;1387.0;36.85;1.77
1376;10805.0;Horitschon;18.72;1799.0;27.6;1.58
1377;10806.0;Kaisersdorf;12.5;6080.0;25.0;5.74
1378;10807.0;Kobersdorf;27.29;1878.0;25.47;1.23
1379;10808.0;Lackenbach;18.09;1143.0;21.46;1.36
1380;10809.0;Lockenhaus;58.83;2025.0;19.2;5.47
1381;10810.0;Lutzmannsburg;23.17;8670.0;30.12;1.45
1382;10811.0;Mannersdorf an der Rabnitz;38.42;1789.0;21.38;1.72
1383;10812.0;Markt Sankt Martin;32.1;1237.0;21.51;1.48
1384;10813.0;Neckenmarkt;26.92;1694.0;24.14;1.63
1385;10814.0;Neutal;11.56;11.0;27.17;4.05
1386;10815.0;Nikitsch;50.75;1386.0;31.01;1.66
1387;10816.0;Oberpullendorf;12.65;3194.0;48.12;1.81
1388;10817.0;Pilgersdorf;43.9;1636.0;20.08;1.36
1389;10818.0;Piringsdorf;16.13;8460.0;21.24;1.05
1390;10819.0;Raiding;13.06;8810.0;20.05;2.02
1391;10820.0;Ritzing;17.7;9040.0;19.94;4.42
1392;10821.0;Steinberg-Dörfl;37.12;128.0;30.02;1.46
1393;10822.0;Stoob;17.38;136.0;33.02;1.22
1394;10823.0;Weppersdorf;24.74;1837.0;21.25;2.21
1395;10824.0;Lackendorf;12.72;5960.0;35.69;4.13
1396;10825.0;Unterfrauenhaid;10.97;6440.0;23.75;1.85
1397;10826.0;Unterrabnitz-Schwendgraben;13.92;6500.0;20.85;4.74
1398;10827.0;Weingraben;9.22;3560.0;17.01;3.45
1399;10828.0;Oberloisdorf;10.65;7930.0;16.78;1.26
1400;;;;;;
1401;;;;;;
1402;10901.0;Bad Tatzmannsdorf;11.62;1619.0;55.61;1.15
1403;10902.0;Bernstein;38.99;2092.0;20.75;1.58
1404;10903.0;Deutsch Schützen-Eisenberg;28.43;1088.0;19.18;2.58
1405;10904.0;Grafenschachen;9.94;1261.0;22.13;4.53
1406;10905.0;Großpetersdorf;31.32;3566.0;27.7;1.36
1407;10906.0;Hannersdorf;17.11;7380.0;18.45;1.65
1408;10907.0;Kemeten;20.67;1511.0;21.5;1.52
1409;10908.0;Kohfidisch;31.34;1414.0;17.92;2.53
1410;10909.0;Litzelsdorf;13.88;1161.0;20.28;2.16
1411;10910.0;Loipersdorf-Kitzladen;15.88;1327.0;21.6;3.13
1412;10911.0;Mariasdorf;20.54;1167.0;22.5;1.29
1413;10912.0;Markt Allhau;32.31;1852.0;25.0;1.47
1414;10913.0;Markt Neuhodis;19.95;6580.0;21.47;1.53
1415;10914.0;Mischendorf;26.18;1537.0;43.17;1.38
1416;10915.0;Oberdorf im Burgenland;9.24;9950.0;19.63;2.23
1417;10916.0;Oberschützen;44.39;2438.0;26.95;1.7
1418;10917.0;Oberwart;36.49;7599.0;62.33;1.43
1419;10918.0;Pinkafeld;27.43;5905.0;47.4;2.7
1420;10919.0;Rechnitz;43.77;2967.0;23.0;2.19
1421;10920.0;Riedlingsdorf;16.13;1648.0;30.0;1.33
1422;10921.0;Rotenturm an der Pinka;17.04;1441.0;31.08;1.33
1423;10922.0;Schachendorf;22.32;7490.0;35.78;1.49
1424;10923.0;Stadtschlaining;42.1;1975.0;21.89;1.14
1425;10924.0;Unterkohlstätten;29.14;10.0;24.05;1.34
1426;10925.0;Unterwart;20.22;9690.0;31.52;1.4
1427;10926.0;Weiden bei Rechnitz;39.84;8090.0;;1.29
1428;10927.0;Wiesfleck;20.08;1159.0;22.28;2.37
1429;10928.0;Wolfau;15.02;1405.0;24.79;1.63
1430;10929.0;Neustift an der Lafnitz;3.5;8120.0;27.71;2.26
1431;10930.0;Jabing;7.78;7350.0;18.42;1.42
1432;10931.0;Badersdorf;8.65;2910.0;21.28;4.53
1433;10932.0;Schandorf;11.26;2670.0;16.47;1.81
1434;;;;;;
1435;;;;;;
1436;41101.0;Allerheiligen im Mühlkreis;20.24;1281.0;45.25;3.05
1437;41102.0;Arbing;12.02;1505.0;54.72;17.4
1438;41103.0;Baumgartenberg;15.72;1789.0;53.0;9.06
1439;41104.0;Dimbach;31.28;9690.0;;6.0
1440;41105.0;Grein;18.43;2891.0;97.2;3.04
1441;41106.0;Katsdorf;14.61;3189.0;100.39;5.2
1442;41107.0;Klam;8.36;9420.0;48.14;14.31
1443;41108.0;Bad Kreuzen;39.92;2258.0;41.69;10.46
1444;41109.0;Langenstein;12.32;2521.0;122.53;3.11
1445;41110.0;Luftenberg an der Donau;16.87;4238.0;133.51;6.17
1446;41111.0;Mauthausen;14.04;4936.0;93.75;8.15
1447;41112.0;Mitterkirchen im Machland;28.86;1713.0;50.32;7.74
1448;41113.0;Münzbach;24.88;1816.0;49.38;13.59
1449;41114.0;Naarn im Machlande;35.14;3712.0;85.85;7.25
1450;41115.0;Pabneukirchen;40.93;1696.0;36.02;3.19
1451;41116.0;Perg;26.48;8824.0;82.41;6.96
1452;41117.0;Rechberg;13.76;1004.0;50.58;18.98
1453;41118.0;Ried in der Riedmark;32.65;4294.0;89.82;7.06
1454;41119.0;St. Georgen am Walde;53.62;1963.0;180.29;2.66
1455;41120.0;St. Georgen an der Gusen;7.1;4265.0;134.0;5.66
1456;41121.0;St. Nikola an der Donau;13.13;7610.0;38.37;2.34
1457;41122.0;St. Thomas am Blasenstein;28.99;9100.0;36.06;7.34
1458;41123.0;Saxen;19.01;176.0;40.61;5.54
1459;41124.0;Schwertberg;18.8;5306.0;88.57;5.43
1460;41125.0;Waldhausen im Strudengau;46.72;2864.0;48.91;6.0
1461;41126.0;Windhaag bei Perg;19.13;1507.0;52.65;2.75
1462;;;;;;
1463;;;;;;
1464;70801.0;Bach;56.89;6320.0;263.53;6.17
1465;70802.0;Berwang;42.72;5800.0;148.33;3.62
1466;70803.0;Biberwier;29.41;6210.0;123.77;2.1
1467;70804.0;Bichlbach;30.64;7820.0;90.35;1.97
1468;70805.0;Breitenwang;19.01;1461.0;161.36;4.53
1469;70806.0;Ehenbichl;7.32;8230.0;125.55;2.45
1470;70807.0;Ehrwald;49.35;26.0;191.18;5.43
1471;70808.0;Elbigenalp;33.1;8740.0;95.2;9.06
1472;70809.0;Elmen;29.62;3840.0;738.35;38.04
1473;70810.0;Forchach;14.25;2650.0;90.7;2.73
1474;70811.0;Grän;20.91;5950.0;200.0;3.76
1475;70812.0;Gramais;32.45;420.0;;
1476;70813.0;Häselgehr;50.55;6770.0;;27.07
1477;70814.0;Heiterwang;35.72;5220.0;122.67;3.24
1478;70815.0;Hinterhornbach;50.58;900.0;;2.05
1479;70816.0;Höfen;8.4;1212.0;99.39;3.8
1480;70817.0;Holzgau;36.01;4030.0;111.52;2.11
1481;70818.0;Jungholz;7.06;3030.0;102.25;2.84
1482;70819.0;Kaisers;74.48;750.0;;
1483;70820.0;Lechaschau;6.11;2109.0;138.88;20.63
1484;70821.0;Lermoos;56.45;1147.0;218.9;3.17
1485;70822.0;Musau;20.67;3890.0;122.14;16.86
1486;70823.0;Namlos;28.77;730.0;;1.32
1487;70824.0;Nesselwängle;23.02;4600.0;126.25;3.82
1488;70825.0;Pfafflar;33.61;1070.0;;9.53
1489;70826.0;Pflach;13.78;1433.0;143.4;3.44
1490;70827.0;Pinswang;9.44;4170.0;125.91;2.85
1491;70828.0;Reutte;100.79;6899.0;199.19;4.65
1492;70829.0;Schattwald;16.17;4480.0;124.31;4.03
1493;70830.0;Stanzach;31.75;4590.0;88.73;34.59
1494;70831.0;Steeg;67.98;6640.0;136.88;16.97
1495;70832.0;Tannheim;51.33;1098.0;138.88;2.75
1496;70833.0;Vils;30.75;1482.0;114.54;3.62
1497;70834.0;Vorderhornbach;17.24;2500.0;82.67;16.3
1498;70835.0;Wängle;9.32;9340.0;160.87;4.61
1499;70836.0;Weißenbach am Lech;82.06;1257.0;115.61;15.63
1500;70837.0;Zöblen;8.78;2330.0;;10.23
1501;;;;;;
1502;;;;;;
1503;41201.0;Andrichsfurt;12.35;7760.0;39.87;8.96
1504;41202.0;Antiesenhofen;8.61;1097.0;35.0;18.71
1505;41203.0;Aurolzmünster;15.98;3076.0;50.93;20.09
1506;41204.0;Eberschwang;40.45;3463.0;41.7;4.15
1507;41205.0;Eitzing;8.57;8430.0;37.91;19.31
1508;41206.0;Geiersberg;5.45;5110.0;35.66;14.79
1509;41207.0;Geinberg;14.04;1413.0;49.02;7.09
1510;41208.0;Gurten;16.22;1196.0;37.69;9.99
1511;41209.0;Hohenzell;22.53;2275.0;79.05;4.36
1512;41210.0;Kirchdorf am Inn;13.5;6480.0;52.53;20.27
1513;41211.0;Kirchheim im Innkreis;10.25;7270.0;51.0;16.28
1514;41212.0;Lambrechten;23.67;1337.0;39.02;6.46
1515;41213.0;Lohnsburg am Kobernaußerwald;39.62;2246.0;39.61;4.35
1516;41214.0;Mehrnbach;22.22;2368.0;59.1;3.68
1517;41215.0;Mettmach;29.59;2349.0;37.98;9.53
1518;41216.0;Mörschwang;11.01;3430.0;36.97;17.89
1519;41217.0;Mühlheim am Inn;10.92;6620.0;46.52;11.44
1520;41218.0;Neuhofen im Innkreis;15.59;2464.0;79.64;3.79
1521;41219.0;Obernberg am Inn;2.36;1629.0;46.43;12.28
1522;41220.0;Ort im Innkreis;11.5;1267.0;39.49;15.72
1523;41221.0;Pattigham;11.31;9910.0;40.21;19.02
1524;41222.0;Peterskirchen;10.24;6970.0;37.56;13.82
1525;41223.0;Pramet;13.9;1025.0;36.81;17.07
1526;41224.0;Reichersberg;21.06;1553.0;43.17;14.33
1527;41225.0;Ried im Innkreis;6.79;12202.0;110.22;7.3
1528;41226.0;St. Georgen bei Obernberg am Inn;18.33;5700.0;38.63;11.18
1529;41227.0;St. Marienkirchen am Hausruck;10.94;8820.0;55.21;13.96
1530;41228.0;St. Martin im Innkreis;8.86;2077.0;58.8;7.33
1531;41229.0;Schildorn;13.26;1207.0;39.15;20.01
1532;41230.0;Senftenbach;9.73;7770.0;58.5;7.02
1533;41231.0;Taiskirchen im Innkreis;34.49;241.0;40.0;10.28
1534;41232.0;Tumeltsham;9.11;1596.0;76.38;5.51
1535;41233.0;Utzenaich;20.35;1572.0;47.5;18.29
1536;41234.0;Waldzell;40.26;2218.0;42.16;5.55
1537;41235.0;Weilbach;13.49;6190.0;58.01;2.88
1538;41236.0;Wippenham;8.09;5690.0;42.0;11.99
1539;;;;;;
1540;;;;;;
1541;41304.0;Altenfelden;26.45;2257.0;51.62;2.12
1542;41305.0;Arnreit;20.33;1137.0;43.0;2.3
1543;41306.0;Atzesberg;12.68;4400.0;99.76;2.58
1544;41307.0;Auberg;12.53;5560.0;39.02;10.88
1545;41309.0;Haslach an der Mühl;12.42;2554.0;39.73;8.57
1546;41311.0;Hörbich;11.22;3990.0;37.07;3.57
1547;41312.0;Hofkirchen im Mühlkreis;22.6;1501.0;41.93;9.63
1548;41313.0;Julbach;21.78;1553.0;;3.57
1549;41314.0;Kirchberg ob der Donau;21.28;1054.0;58.99;14.24
1550;41315.0;Klaffer am Hochficht;27.99;1295.0;;4.37
1551;41316.0;Kleinzell im Mühlkreis;16.14;1635.0;52.2;19.93
1552;41317.0;Kollerschlag;17.47;1515.0;108.49;7.25
1553;41318.0;Lembach im Mühlkreis;7.99;1532.0;40.16;7.44
1554;41319.0;Lichtenau im Mühlkreis;9.92;4790.0;74.27;2.12
1555;41320.0;Nebelberg;9.15;6430.0;78.74;3.41
1556;41321.0;Neufelden;9.8;1257.0;46.23;8.83
1557;41322.0;Niederkappel;22.43;9810.0;;4.54
1558;41323.0;Niederwaldkirchen;28.27;1834.0;44.32;5.86
1559;41324.0;Oberkappel;12.18;7260.0;126.03;7.0
1560;41325.0;Oepping;23.02;1517.0;40.45;8.64
1561;41326.0;Peilstein im Mühlviertel;23.25;154.0;47.21;7.03
1562;41327.0;Pfarrkirchen im Mühlkreis;31.16;1447.0;43.82;2.47
1563;41328.0;Putzleinsdorf;22.07;1537.0;39.8;5.18
1564;41329.0;Neustift im Mühlkreis;20.41;1459.0;;8.69
1565;41331.0;St. Johann am Wimberg;19.73;1008.0;41.73;9.32
1566;41332.0;St. Martin im Mühlkreis;34.9;3779.0;52.8;13.59
1567;41333.0;St. Oswald bei Haslach;8.13;4880.0;;2.16
1568;41334.0;St. Peter am Wimberg;23.37;1748.0;48.6;12.04
1569;41336.0;St. Ulrich im Mühlkreis;15.37;6430.0;49.0;4.94
1570;41337.0;St. Veit im Mühlkreis;16.34;1246.0;50.0;6.32
1571;41338.0;Sarleinsbach;36.87;2284.0;43.65;3.87
1572;41341.0;Schwarzenberg am Böhmerwald;27.21;5750.0;46.91;11.16
1573;41342.0;Ulrichsberg;56.91;2834.0;37.0;3.62
1574;41343.0;Aigen-Schlägl;45.88;3235.0;40.5;10.04
1575;41344.0;Rohrbach-Berg;37.96;5211.0;81.25;2.43
1576;41345.0;Helfenberg;24.68;1552.0;34.58;2.81
1577;41346.0;St. Stefan-Afiesl;27.59;1111.0;35.01;9.57
1578;;;;;;
1579;;;;;;
1580;10201.0;Rust;20.0;1982.0;87.5;1.81
1581;;;;;;
1582;;;;;;
1583;50301.0;Anif;7.61;4233.0;831.41;13.71
1584;50302.0;Anthering;25.26;3735.0;278.78;9.19
1585;50303.0;Bergheim;15.25;551.0;370.32;6.96
1586;50304.0;Berndorf bei Salzburg;14.48;1708.0;111.0;7.41
1587;50305.0;Bürmoos;6.94;4971.0;155.1;3.36
1588;50306.0;Dorfbeuern;14.63;1563.0;134.38;4.82
1589;50307.0;Ebenau;17.18;143.0;140.99;14.99
1590;50308.0;Elixhausen;8.35;3036.0;364.83;1.93
1591;50309.0;Elsbethen;23.97;5482.0;560.09;7.27
1592;50310.0;Eugendorf;29.02;7037.0;258.75;13.78
1593;50311.0;Faistenau;51.24;3089.0;178.0;9.25
1594;50312.0;Fuschl am See;21.42;1562.0;331.81;4.08
1595;50313.0;Göming;8.79;7780.0;136.15;7.25
1596;50314.0;Grödig;23.03;7375.0;328.85;4.37
1597;50315.0;Großgmain;22.84;2618.0;301.65;5.17
1598;50316.0;Hallwang;13.15;4252.0;362.34;12.47
1599;50317.0;Henndorf am Wallersee;23.53;4926.0;242.37;7.23
1600;50318.0;Hintersee;47.36;4660.0;147.0;4.23
1601;50319.0;Hof bei Salzburg;19.65;3587.0;205.31;2.26
1602;50320.0;Köstendorf;23.13;2669.0;169.55;5.73
1603;50321.0;Koppl;20.91;3632.0;282.39;8.41
1604;50322.0;Lamprechtshausen;31.79;3979.0;156.69;6.15
1605;50323.0;Mattsee;24.64;3389.0;312.64;13.01
1606;50324.0;Neumarkt am Wallersee;36.33;6384.0;151.16;5.21
1607;50325.0;Nußdorf am Haunsberg;35.58;2387.0;161.89;6.04
1608;50326.0;Oberndorf bei Salzburg;4.55;5818.0;320.76;18.96
1609;50327.0;Obertrum am See;21.32;4833.0;150.0;7.32
1610;50328.0;Plainfeld;5.25;124.0;184.5;9.89
1611;50329.0;Sankt Georgen bei Salzburg;24.65;2995.0;135.84;4.58
1612;50330.0;Sankt Gilgen;98.95;3954.0;313.1;4.9
1613;50331.0;Schleedorf;10.42;1081.0;142.86;8.15
1614;50332.0;Seeham;10.39;1917.0;186.52;5.73
1615;50335.0;Straßwalchen;44.55;7633.0;142.27;4.71
1616;50336.0;Strobl;94.09;3649.0;156.88;5.34
1617;50337.0;Thalgau;48.23;5977.0;222.93;8.52
1618;50338.0;Wals-Siezenheim;26.63;13301.0;427.44;7.99
1619;50339.0;Seekirchen am Wallersee;50.33;10943.0;288.76;5.0
1620;;;;;;
1621;;;;;;
1622;50101.0;Salzburg;65.68;154964.0;883.82;30.7
1623;;;;;;
1624;;;;;;
1625;31901.0;Altlengbach;35.56;3042.0;72.14;5.01
1626;31902.0;Asperhofen;28.95;2251.0;67.5;3.2
1627;31903.0;Böheimkirchen;45.52;5106.0;81.87;4.09
1628;31904.0;Brand-Laaben;34.55;1236.0;68.93;7.16
1629;31905.0;Eichgraben;8.88;4648.0;123.36;4.94
1630;31906.0;Frankenfels;56.2;1936.0;37.63;6.03
1631;31907.0;Gerersdorf;13.67;9930.0;63.73;9.06
1632;31909.0;Hofstetten-Grünau;36.03;2681.0;66.89;3.26
1633;31910.0;Hafnerbach;29.29;1656.0;60.35;5.29
1634;31911.0;Haunoldstein;9.91;1225.0;56.88;9.41
1635;31912.0;Herzogenburg;46.18;7816.0;61.11;5.93
1636;31913.0;Inzersdorf-Getzersdorf;13.58;1604.0;55.31;4.46
1637;31915.0;Kapelln;20.19;1388.0;48.65;8.31
1638;31916.0;Karlstetten;28.49;2187.0;78.44;5.46
1639;31917.0;Kasten bei Böheimkirchen;20.55;1407.0;65.1;3.76
1640;31918.0;Kirchberg an der Pielach;63.45;3198.0;61.34;6.03
1641;31919.0;Kirchstetten;17.78;221.0;58.56;4.27
1642;31920.0;Loich;24.59;5990.0;40.0;21.49
1643;31921.0;Maria-Anzbach;18.2;3061.0;102.43;2.72
1644;31922.0;Markersdorf-Haindorf;16.68;2086.0;51.24;10.68
1645;31923.0;Michelbach;25.07;8900.0;51.15;1.3
1646;31925.0;Neidling;18.72;146.0;68.89;4.74
1647;31926.0;Neulengbach;51.67;8263.0;90.91;3.71
1648;31927.0;Neustift-Innermanzing;14.84;1572.0;86.6;2.63
1649;31928.0;Nußdorf ob der Traisen;15.52;1794.0;52.21;7.85
1650;31929.0;Ober-Grafendorf;24.62;4592.0;76.2;6.93
1651;31930.0;Obritzberg-Rust;41.57;2326.0;53.75;7.76
1652;31932.0;Prinzersdorf;4.06;1581.0;70.12;10.28
1653;31934.0;Pyhra;66.97;3549.0;76.5;3.62
1654;31935.0;Rabenstein an der Pielach;36.24;2555.0;63.44;14.67
1655;31938.0;St. Margarethen an der Sierning;14.59;101.0;47.18;12.65
1656;31939.0;Schwarzenbach an der Pielach;45.4;3800.0;;1.23
1657;31940.0;Statzendorf;12.48;1418.0;47.58;4.4
1658;31941.0;Stössing;27.52;8450.0;42.0;10.03
1659;31943.0;Traismauer;43.05;6322.0;55.84;4.15
1660;31945.0;Weinburg;10.41;1387.0;64.32;4.78
1661;31946.0;Perschling;23.81;1404.0;44.04;9.7
1662;31947.0;Wilhelmsburg;45.99;6486.0;80.22;4.13
1663;31948.0;Wölbling;32.38;2573.0;50.94;5.28
1664;31949.0;Gablitz;18.16;5005.0;284.37;3.3
1665;31950.0;Mauerbach;20.36;3636.0;223.96;4.99
1666;31951.0;Pressbaum;58.92;7787.0;160.01;7.41
1667;31952.0;Purkersdorf;30.27;9808.0;247.37;4.04
1668;31953.0;Tullnerbach;20.25;2885.0;195.95;2.06
1669;31954.0;Wolfsgraben;17.45;1723.0;135.52;4.11
1670;;;;;;
1671;;;;;;
1672;30201.0;St. Pölten;108.5;55445.0;145.93;8.36
1673;;;;;;
1674;;;;;;
1675;50401.0;Altenmarkt im Pongau;48.63;4404.0;238.03;6.52
1676;50402.0;Bad Hofgastein;103.82;6861.0;209.02;7.66
1677;50403.0;Bad Gastein;170.67;3923.0;160.25;10.35
1678;50404.0;Bischofshofen;49.57;10586.0;370.0;2.42
1679;50405.0;Dorfgastein;54.16;1618.0;204.5;3.38
1680;50406.0;Eben im Pongau;35.95;2534.0;214.95;8.45
1681;50407.0;Filzmoos;75.7;1508.0;178.84;8.1
1682;50408.0;Flachau;117.41;2877.0;287.24;5.0
1683;50409.0;Forstau;59.48;5520.0;138.98;10.04
1684;50410.0;Goldegg;33.1;2565.0;235.87;4.16
1685;50411.0;Großarl;129.38;379.0;238.85;7.07
1686;50412.0;Hüttau;53.6;1463.0;76.52;7.56
1687;50413.0;Hüttschlag;97.3;9070.0;123.13;10.61
1688;50414.0;Kleinarl;70.57;7990.0;191.78;6.19
1689;50415.0;Mühlbach am Hochkönig;51.7;1469.0;126.47;2.1
1690;50416.0;Pfarrwerfen;38.19;2438.0;159.22;5.56
1691;50417.0;Radstadt;60.88;4885.0;172.34;5.71
1692;50418.0;Sankt Johann im Pongau;78.19;11218.0;344.05;2.19
1693;50419.0;Sankt Martin am Tennengebirge;47.04;1696.0;133.42;7.1
1694;50420.0;Sankt Veit im Pongau;56.94;3833.0;199.41;3.16
1695;50421.0;Schwarzach im Pongau;3.2;3494.0;171.61;8.84
1696;50422.0;Untertauern;71.79;4630.0;158.85;18.5
1697;50423.0;Wagrain;50.57;3106.0;255.25;6.3
1698;50424.0;Werfen;153.34;3051.0;164.12;9.47
1699;50425.0;Werfenweng;45.1;1043.0;243.64;7.14
1700;;;;;;
1701;;;;;;
1702;20501.0;Althofen;12.28;4709.0;44.92;9.63
1703;20502.0;Brückl;46.71;2754.0;35.02;3.09
1704;20503.0;Deutsch-Griffen;71.56;9010.0;32.0;2.47
1705;20504.0;Eberstein;65.22;1232.0;35.05;1.36
1706;20505.0;Friesach;120.92;4961.0;38.36;4.11
1707;20506.0;Glödnitz;74.74;8100.0;40.0;7.75
1708;20508.0;Gurk;39.67;1201.0;39.49;1.96
1709;20509.0;Guttaring;54.95;1487.0;45.08;1.74
1710;20511.0;Hüttenberg;134.56;1373.0;56.01;2.07
1711;20512.0;Kappel am Krappfeld;49.66;1939.0;42.28;3.67
1712;20513.0;Klein St. Paul;68.58;1719.0;29.01;3.57
1713;20515.0;Liebenfels;58.92;332.0;50.0;4.28
1714;20518.0;Metnitz;223.39;1959.0;30.83;2.97
1715;20519.0;Micheldorf;17.03;1002.0;42.67;3.81
1716;20520.0;Mölbling;49.02;131.0;34.8;2.72
1717;20523.0;St. Georgen am Längsee;69.88;3595.0;65.02;4.53
1718;20527.0;St. Veit an der Glan;50.81;12395.0;64.63;3.62
1719;20530.0;Straßburg;97.49;2012.0;35.34;2.0
1720;20531.0;Weitensfeld im Gurktal;95.85;204.0;29.01;2.26
1721;20534.0;Frauenstein;93.31;3548.0;67.5;2.44
1722;;;;;;
1723;;;;;;
1724;32001.0;Gaming;244.0;303.0;46.41;4.29
1725;32002.0;Göstling an der Ybbs;143.75;2027.0;50.48;3.08
1726;32003.0;Gresten;3.84;1983.0;58.89;4.43
1727;32004.0;Gresten-Land;55.65;1499.0;54.0;2.63
1728;32005.0;Lunz am See;101.73;1789.0;52.2;2.61
1729;32006.0;Oberndorf an der Melk;42.96;2959.0;41.48;2.56
1730;32007.0;Puchenstuben;41.31;2910.0;39.27;5.79
1731;32008.0;Purgstall an der Erlauf;56.0;5373.0;64.73;5.66
1732;32009.0;Randegg;51.84;1878.0;45.17;2.39
1733;32010.0;Reinsberg;29.46;1047.0;35.56;6.06
1734;32011.0;St. Anton an der Jeßnitz;69.73;1188.0;43.53;3.87
1735;32012.0;St. Georgen an der Leys;23.84;1331.0;37.35;2.72
1736;32013.0;Scheibbs;45.99;4126.0;84.03;4.42
1737;32014.0;Steinakirchen am Forst;34.94;2249.0;45.18;4.95
1738;32015.0;Wang;19.59;1358.0;35.06;3.66
1739;32016.0;Wieselburg;5.42;4257.0;88.0;5.3
1740;32017.0;Wieselburg-Land;33.9;3419.0;56.0;4.71
1741;32018.0;Wolfpassing;20.3;1633.0;45.0;6.13
1742;;;;;;
1743;;;;;;
1744;70901.0;Achenkirch;113.98;2207.0;158.69;2.81
1745;70902.0;Aschau im Zillertal;20.25;1846.0;221.05;21.64
1746;70903.0;Brandberg;156.17;3610.0;125.0;13.73
1747;70904.0;Bruck am Ziller;6.01;1121.0;283.3;19.44
1748;70905.0;Buch in Tirol;9.53;2607.0;254.7;5.59
1749;70907.0;Eben am Achensee;196.53;3265.0;287.75;13.22
1750;70908.0;Finkenberg;171.64;1419.0;172.34;14.77
1751;70909.0;Fügen;6.64;423.0;371.69;23.92
1752;70910.0;Fügenberg;58.56;1403.0;258.1;11.52
1753;70911.0;Gallzein;10.66;6780.0;208.0;7.64
1754;70912.0;Gerlos;118.81;8070.0;344.67;12.46
1755;70913.0;Gerlosberg;16.28;4760.0;155.76;16.2
1756;70914.0;Hainzenberg;21.48;7160.0;127.62;14.34
1757;70915.0;Hart im Zillertal;35.55;1585.0;225.0;3.25
1758;70916.0;Hippach;39.41;1445.0;161.89;5.22
1759;70917.0;Jenbach;15.28;7211.0;287.92;11.85
1760;70918.0;Kaltenbach;12.11;131.0;216.0;7.57
1761;70920.0;Mayrhofen;178.74;3885.0;446.94;7.03
1762;70921.0;Pill;20.95;1187.0;201.88;9.06
1763;70922.0;Ramsau im Zillertal;8.97;1652.0;301.0;6.17
1764;70923.0;Ried im Zillertal;9.48;1274.0;399.91;19.4
1765;70924.0;Rohrberg;10.16;5800.0;212.74;2.09
1766;70925.0;Schlitters;10.33;1508.0;208.0;13.86
1767;70926.0;Schwaz;20.21;13763.0;384.1;2.99
1768;70927.0;Schwendau;17.33;1748.0;320.21;13.62
1769;70928.0;Stans;20.08;2126.0;290.05;9.06
1770;70929.0;Steinberg am Rofan;68.57;2810.0;127.36;17.74
1771;70930.0;Strass im Zillertal;5.96;8430.0;201.51;17.68
1772;70931.0;Stumm;4.94;1916.0;296.8;
1773;70932.0;Stummerberg;56.67;8520.0;125.21;14.65
1774;70933.0;Terfens;15.22;2179.0;222.6;7.15
1775;70934.0;Tux;111.14;1953.0;274.13;2.06
1776;70935.0;Uderns;6.72;1844.0;324.4;26.64
1777;70936.0;Vomp;182.53;5226.0;300.0;13.69
1778;70937.0;Weer;5.59;1584.0;359.65;2.85
1779;70938.0;Weerberg;55.42;2499.0;197.1;18.12
1780;70939.0;Wiesing;10.38;2141.0;257.35;5.43
1781;70940.0;Zell am Ziller;2.42;1719.0;231.75;22.05
1782;70941.0;Zellberg;12.14;6610.0;232.29;20.02
1783;;;;;;
1784;;;;;;
1785;41401.0;Altschwendt;12.75;7030.0;63.06;15.4
1786;41402.0;Andorf;37.69;5191.0;49.83;6.11
1787;41403.0;Brunnenthal;14.83;2096.0;52.67;3.23
1788;41404.0;Diersbach;28.1;1566.0;39.0;3.62
1789;41405.0;Dorf an der Pram;12.68;1053.0;36.35;15.66
1790;41406.0;Eggerding;22.32;1332.0;35.14;12.68
1791;41407.0;Engelhartszell;18.89;9230.0;;6.93
1792;41408.0;Enzenkirchen;23.3;178.0;132.02;7.97
1793;41409.0;Esternberg;40.28;2858.0;39.94;3.05
1794;41410.0;Freinberg;20.32;1441.0;42.18;5.29
1795;41411.0;Kopfing im Innkreis;33.32;1991.0;36.81;2.53
1796;41412.0;Mayrhof;5.34;3240.0;112.2;12.79
1797;41413.0;Münzkirchen;21.07;2538.0;35.97;18.6
1798;41414.0;Raab;22.5;2289.0;40.16;9.87
1799;41415.0;Rainbach im Innkreis;24.42;1495.0;33.02;18.12
1800;41416.0;Riedau;7.64;2066.0;40.16;19.93
1801;41417.0;St. Aegidi;28.64;1546.0;40.0;5.25
1802;41418.0;St. Florian am Inn;24.17;3151.0;49.3;7.42
1803;41419.0;St. Marienkirchen bei Schärding;24.92;1907.0;38.71;11.78
1804;41420.0;St. Roman;31.78;1727.0;36.0;12.64
1805;41421.0;St. Willibald;14.52;1102.0;61.83;8.84
