;Municipalitynumber;Municipality;Size;Residents;Buildingprice;Grasslandprice
456;60668.0;Sankt Marein bei Graz;41.74;3751.0;125.49;2.71
457;60669.0;Seiersberg-Pirka;17.37;11391.0;176.62;6.15
458;60670.0;Premstätten;29.28;6327.0;139.42;9.03
459;;;;;;
460;;;;;;
461;40801.0;Aistersheim;11.1;9240.0;45.59;17.21
462;40802.0;Bad Schallerbach;8.5;4223.0;112.07;6.04
463;40804.0;Eschenau im Hausruckkreis;16.65;1064.0;;2.72
464;40805.0;Gallspach;6.17;2785.0;53.03;7.42
465;40806.0;Gaspoltshofen;40.58;3596.0;48.0;5.09
466;40807.0;Geboltskirchen;17.24;1452.0;48.12;7.25
467;40808.0;Grieskirchen;11.75;4951.0;100.39;5.5
468;40809.0;Haag am Hausruck;16.98;221.0;57.45;11.7
469;40810.0;Heiligenberg;13.86;6980.0;51.03;19.93
470;40811.0;Hofkirchen an der Trattnach;17.97;1637.0;50.86;6.7
471;40812.0;Kallham;26.72;2505.0;45.62;9.21
472;40813.0;Kematen am Innbach;12.67;1433.0;57.43;4.28
473;40814.0;Meggenhofen;18.21;1526.0;49.4;5.48
474;40815.0;Michaelnbach;23.02;1263.0;50.02;6.13
475;40816.0;Natternbach;30.97;2286.0;38.57;15.02
476;40817.0;Neukirchen am Walde;15.82;1632.0;36.84;10.31
477;40818.0;Neumarkt im Hausruckkreis;2.11;1454.0;47.04;7.79
478;40820.0;Pötting;7.43;5360.0;39.5;12.9
479;40821.0;Pollham;11.31;9690.0;65.43;12.69
480;40822.0;Pram;20.31;164.0;37.44;5.78
481;40823.0;Rottenbach;14.56;1104.0;47.9;4.94
482;40824.0;St. Agatha;31.81;2133.0;56.11;3.13
483;40825.0;St. Georgen bei Grieskirchen;11.42;1337.0;59.69;8.4
484;40826.0;St. Thomas;6.07;5510.0;52.0;18.51
485;40827.0;Schlüßlberg;19.84;3038.0;72.75;4.64
486;40828.0;Steegen;13.2;1069.0;47.99;11.32
487;40829.0;Taufkirchen an der Trattnach;24.63;1963.0;47.74;6.65
488;40830.0;Tollet;9.55;9180.0;77.53;4.87
489;40831.0;Waizenkirchen;34.26;3721.0;48.38;10.87
490;40832.0;Wallern an der Trattnach;14.57;305.0;103.12;7.37
491;40833.0;Weibern;17.46;1704.0;45.97;17.67
492;40834.0;Wendling;12.83;8490.0;45.0;16.55
493;;;;;;
494;;;;;;
495;30801.0;Aderklaa;8.63;1980.0;145.73;4.53
496;30802.0;Andlersdorf;5.9;1510.0;120.0;6.33
497;30803.0;Angern an der March;38.24;3425.0;37.63;1.81
498;30804.0;Auersthal;15.25;1932.0;75.38;2.56
499;30805.0;Bad Pirawarth;25.46;167.0;70.01;1.72
500;30808.0;Deutsch-Wagram;30.63;8917.0;224.08;6.53
501;30810.0;Drösing;29.44;1129.0;41.83;2.05
502;30811.0;Dürnkrut;30.39;2234.0;51.42;2.05
503;30812.0;Ebenthal;18.16;8950.0;49.54;11.31
504;30813.0;Eckartsau;49.0;1293.0;45.85;5.54
505;30814.0;Engelhartstetten;65.67;2086.0;63.3;6.03
506;30817.0;Gänserndorf;30.59;1164.0;104.93;8.02
507;30819.0;Glinzendorf;10.44;3090.0;163.68;5.43
508;30821.0;Groß-Enzersdorf;83.93;11614.0;199.43;6.54
509;30822.0;Großhofen;6.19;1090.0;58.16;6.0
510;30824.0;Groß-Schweinbarth;25.02;1283.0;66.94;1.81
511;30825.0;Haringsee;27.12;1186.0;59.59;7.81
512;30826.0;Hauskirchen;22.09;1262.0;36.74;1.78
513;30827.0;Hohenau an der March;23.41;2706.0;69.74;2.23
514;30828.0;Hohenruppersdorf;21.43;9270.0;50.0;3.26
515;30829.0;Jedenspeigen;23.19;1092.0;58.37;2.53
516;30830.0;Lassee;55.66;2865.0;60.71;4.5
517;30831.0;Leopoldsdorf im Marchfelde;28.97;2926.0;130.9;8.16
518;30834.0;Mannsdorf an der Donau;10.32;4000.0;72.71;4.11
519;30835.0;Marchegg;45.6;2984.0;64.76;3.87
520;30836.0;Markgrafneusiedl;19.83;9000.0;129.1;18.12
521;30838.0;Matzen-Raggendorf;35.78;2784.0;74.81;1.93
522;30841.0;Neusiedl an der Zaya;17.61;1247.0;31.92;1.53
523;30842.0;Obersiebenbrunn;26.93;1688.0;94.53;5.12
524;30844.0;Orth an der Donau;33.51;216.0;110.06;4.28
525;30845.0;Palterndorf-Dobermannsdorf;18.66;1339.0;139.71;8.85
526;30846.0;Parbasdorf;10.23;1640.0;138.45;4.72
527;30848.0;Prottes;13.82;1468.0;61.82;1.85
528;30849.0;Raasdorf;13.21;6390.0;102.71;5.73
529;30850.0;Ringelsdorf-Niederabsdorf;32.45;1234.0;39.96;1.94
530;30852.0;Schönkirchen-Reyersdorf;17.9;1977.0;61.88;5.57
531;30854.0;Spannberg;19.61;1002.0;49.65;7.33
532;30856.0;Strasshof an der Nordbahn;11.69;1073.0;143.61;9.55
533;30857.0;Sulz im Weinviertel;31.39;1207.0;54.73;2.76
534;30858.0;Untersiebenbrunn;30.52;1751.0;83.85;8.64
535;30859.0;Velm-Götzendorf;17.74;7740.0;47.99;2.65
536;30860.0;Weikendorf;46.32;2028.0;57.07;2.72
537;30863.0;Zistersdorf;88.78;5401.0;40.16;2.06
538;30865.0;Weiden an der March;55.89;9910.0;50.59;7.19
539;;;;;;
540;;;;;;
541;10401.0;Bocksdorf;9.99;8050.0;17.38;1.81
542;10402.0;Burgauberg-Neudauberg;10.92;1326.0;27.11;4.53
543;10403.0;Eberau;30.74;9430.0;30.6;1.89
544;10404.0;Gerersdorf-Sulz;21.63;9940.0;18.19;1.17
545;10405.0;Güssing;49.31;3675.0;28.8;1.56
546;10406.0;Güttenbach;15.9;8880.0;;1.27
547;10407.0;Heiligenbrunn;33.51;7580.0;;1.25
548;10408.0;Kukmirn;40.5;1992.0;20.88;1.62
549;10409.0;Neuberg im Burgenland;17.61;9720.0;;2.15
550;10410.0;Neustift bei Güssing;11.44;4620.0;;1.39
551;10411.0;Olbendorf;17.38;1442.0;18.83;1.33
552;10412.0;Ollersdorf im Burgenland;8.86;9350.0;24.93;1.38
553;10413.0;Sankt Michael im Burgenland;18.37;9790.0;22.66;1.47
554;10414.0;Stegersbach;17.77;2672.0;28.04;2.04
555;10415.0;Stinatz;9.5;1187.0;22.41;1.48
556;10416.0;Strem;23.78;8790.0;;1.69
557;10417.0;Tobaj;58.14;1367.0;21.24;1.5
558;10418.0;Hackerberg;3.87;3670.0;;2.42
559;10419.0;Wörterberg;4.77;4860.0;25.28;1.53
560;10420.0;Großmürbisch;7.92;2390.0;60.5;1.19
561;10421.0;Inzenhof;5.97;3170.0;108.96;1.47
562;10422.0;Kleinmürbisch;4.29;2310.0;;1.43
563;10423.0;Tschanigraben;1.71;630.0;;2.56
564;10424.0;Heugraben;6.47;2310.0;;3.96
565;10425.0;Rohr im Burgenland;8.38;3730.0;15.18;1.11
566;10426.0;Bildein;15.91;3490.0;26.91;1.27
567;10427.0;Rauchwart;17.51;4410.0;105.76;1.23
568;10428.0;Moschendorf;13.18;3940.0;;1.54
569;;;;;;
570;;;;;;
571;50201.0;Abtenau;187.05;5912.0;133.11;8.01
572;50202.0;Adnet;29.96;3608.0;300.0;3.54
573;50203.0;Annaberg-Lungötz;60.93;2237.0;108.72;9.08
574;50204.0;Golling an der Salzach;82.15;4311.0;267.54;5.53
575;50205.0;Hallein;27.01;21328.0;275.35;8.7
576;50206.0;Krispl;29.75;8760.0;129.35;6.54
577;50207.0;Kuchl;47.16;7381.0;281.26;4.24
578;50208.0;Oberalm;6.39;444.0;338.45;4.49
579;50209.0;Puch bei Hallein;21.02;474.0;366.42;12.5
580;50210.0;Rußbach am Paß Gschütt;34.07;7700.0;118.94;5.62
581;50211.0;Sankt Koloman;56.04;1765.0;119.32;2.52
582;50212.0;Scheffau am Tennengebirge;69.71;1418.0;215.0;2.26
583;50213.0;Bad Vigaun;17.58;2059.0;319.29;7.1
584;;;;;;
585;;;;;;
586;62202.0;Bad Blumau;37.38;1614.0;28.01;2.72
587;62205.0;Buch-St. Magdalena;26.42;215.0;25.99;2.81
588;62206.0;Burgau;20.01;105.0;28.48;2.52
589;62209.0;Ebersdorf;17.3;1288.0;28.0;4.13
590;62211.0;Friedberg;25.89;2633.0;31.81;10.33
591;62214.0;Greinbach;23.39;1814.0;29.46;2.65
592;62216.0;Großsteinbach;21.26;1268.0;48.22;2.66
593;62219.0;Hartberg;21.59;6771.0;50.2;3.56
594;62220.0;Hartberg Umgebung;30.45;2179.0;42.93;2.97
595;62226.0;Lafnitz;15.62;1449.0;27.92;4.53
596;62232.0;Ottendorf an der Rittschein;14.28;1541.0;22.64;7.42
597;62233.0;Pinggau;59.14;315.0;31.8;2.27
598;62235.0;Pöllauberg;33.98;2042.0;29.0;2.44
599;62242.0;Sankt Jakob im Walde;30.32;1047.0;28.77;3.34
600;62244.0;Sankt Johann in der Haide;23.58;2189.0;26.4;2.05
601;62245.0;Sankt Lorenzen am Wechsel;48.57;1458.0;32.56;2.24
602;62247.0;Schäffern;32.39;1349.0;27.08;3.57
603;62252.0;Söchau;18.2;146.0;32.84;2.25
604;62256.0;Stubenberg;32.66;2212.0;34.91;1.94
605;62262.0;Wenigzell;35.71;1392.0;30.0;3.77
606;62264.0;Bad Waltersdorf;52.29;3831.0;37.0;2.26
607;62265.0;Dechantskirchen;29.12;2018.0;30.0;3.62
608;62266.0;Feistritztal;25.72;2405.0;25.54;3.7
609;62267.0;Fürstenfeld;50.45;8653.0;38.71;4.12
610;62268.0;Grafendorf bei Hartberg;45.73;3145.0;25.28;6.57
611;62269.0;Großwilfersdorf;38.44;2071.0;34.79;3.7
612;62270.0;Hartl;33.84;2105.0;28.13;3.02
613;62271.0;Ilz;39.32;3775.0;31.69;5.02
614;62272.0;Kaindorf;28.02;3004.0;28.17;4.0
615;62273.0;Bad Loipersdorf;25.03;1848.0;27.56;2.19
616;62274.0;Neudau;13.69;1507.0;58.94;4.84
617;62275.0;Pöllau;88.93;5934.0;43.82;6.26
618;62276.0;Rohr bei Hartberg;27.76;1451.0;23.65;1.47
619;62277.0;Rohrbach an der Lafnitz;26.57;2644.0;32.59;8.19
620;62278.0;Vorau;81.34;4702.0;27.95;5.68
621;62279.0;Waldbach-Mönichwald;54.01;1471.0;34.4;2.86
622;;;;;;
623;;;;;;
624;20302.0;Dellach;36.48;1219.0;40.64;2.54
625;20305.0;Hermagor-Pressegger See;205.44;6887.0;58.48;2.07
626;20306.0;Kirchbach;99.13;2495.0;40.35;1.97
627;20307.0;Kötschach-Mauthen;154.65;3346.0;50.88;1.98
628;20316.0;St. Stefan im Gailtal;66.23;1593.0;39.0;2.07
629;20320.0;Gitschtal;56.49;1248.0;40.73;2.2
630;20321.0;Lesachtal;190.92;1298.0;36.1;2.0
631;;;;;;
632;;;;;;
633;31001.0;Alberndorf im Pulkautal;9.88;7470.0;39.35;1.52
634;31008.0;Göllersdorf;59.67;3074.0;59.57;3.16
635;31009.0;Grabern;30.95;1696.0;26.31;8.7
636;31014.0;Guntersdorf;28.42;1142.0;33.0;3.4
637;31015.0;Hadres;34.48;1706.0;47.22;1.78
638;31016.0;Hardegg;93.22;131.0;29.07;2.19
639;31018.0;Haugsdorf;21.25;1553.0;26.85;1.9
640;31019.0;Heldenberg;27.48;1348.0;35.41;2.26
641;31021.0;Hohenwarth-Mühlbach a.M.;43.55;1314.0;25.1;3.47
642;31022.0;Hollabrunn;152.48;11852.0;74.18;2.62
643;31025.0;Mailberg;15.73;5700.0;67.7;3.82
644;31026.0;Maissau;43.11;1945.0;34.48;2.59
645;31028.0;Nappersdorf-Kammersdorf;38.87;1213.0;;3.12
646;31033.0;Pernersdorf;25.83;1022.0;32.81;1.77
647;31035.0;Pulkau;36.73;155.0;26.75;1.81
648;31036.0;Ravelsbach;26.35;1587.0;29.07;3.17
649;31037.0;Retz;45.11;424.0;55.03;1.81
650;31038.0;Retzbach;18.07;1018.0;36.98;3.39
651;31041.0;Schrattenthal;22.42;8730.0;39.49;1.9
652;31042.0;Seefeld-Kadolz;21.85;9440.0;61.78;2.58
653;31043.0;Sitzendorf an der Schmida;61.85;2139.0;25.15;2.95
654;31051.0;Wullersdorf;63.91;2362.0;31.05;3.62
655;31052.0;Zellerndorf;41.16;2423.0;50.99;2.82
656;31053.0;Ziersdorf;48.7;3399.0;42.0;1.91
657;;;;;;
658;;;;;;
659;31101.0;Altenburg;28.11;8150.0;27.99;1.67
660;31102.0;Brunn an der Wild;32.02;8380.0;25.41;2.28
661;31103.0;Burgschleinitz-Kühnring;41.87;1339.0;22.89;5.34
662;31104.0;Drosendorf-Zissersdorf;53.38;1198.0;28.62;2.63
663;31105.0;Eggenburg;23.55;3507.0;37.63;3.7
664;31106.0;Gars am Kamp;50.43;349.0;49.11;2.05
665;31107.0;Geras;67.64;1278.0;26.13;2.16
666;31109.0;Horn;39.27;6418.0;60.03;3.06
667;31110.0;Irnfritz-Messern;56.0;1445.0;33.52;1.89
668;31111.0;Japons;29.38;7160.0;;2.68
669;31113.0;Langau;22.2;6740.0;;2.66
670;31114.0;Meiseldorf;35.45;8740.0;;3.09
671;31117.0;Pernegg;36.61;7020.0;46.78;3.39
672;31119.0;Röhrenbach;25.12;5290.0;;2.49
673;31120.0;Röschitz;21.18;1061.0;37.51;5.18
674;31121.0;Rosenburg-Mold;30.68;8420.0;32.06;5.0
675;31123.0;St. Bernhard-Frauenhofen;29.45;1295.0;33.5;2.73
676;31124.0;Sigmundsherberg;47.97;1633.0;32.38;2.65
677;31129.0;Weitersfeld;87.14;1552.0;26.05;2.81
678;31130.0;Straning-Grafenberg;26.46;7290.0;25.01;2.82
679;;;;;;
680;;;;;;
681;70201.0;Arzl im Pitztal;29.37;3148.0;102.92;6.34
682;70202.0;Haiming;40.2;4744.0;155.69;6.86
683;70203.0;Imst;113.42;10779.0;170.66;9.06
684;70204.0;Imsterberg;10.82;8000.0;90.35;5.62
685;70205.0;Jerzens;30.41;9460.0;99.05;5.85
686;70206.0;Karres;7.5;6170.0;130.51;7.67
687;70207.0;Karrösten;7.9;6810.0;166.42;14.1
688;70208.0;Längenfeld;195.73;4733.0;111.49;9.96
689;70209.0;Mieming;50.37;377.0;274.47;6.86
690;70210.0;Mils bei Imst;3.48;6050.0;103.37;12.74
691;70211.0;Mötz;5.84;1244.0;181.82;9.68
692;70212.0;Nassereith;72.44;2159.0;114.89;4.42
693;70213.0;Obsteig;34.64;1365.0;205.14;4.13
694;70214.0;Oetz;29.19;2368.0;129.73;5.16
695;70215.0;Rietz;19.56;2356.0;123.46;8.0
696;70216.0;Roppen;30.85;1813.0;161.89;9.06
697;70217.0;St. Leonhard im Pitztal;223.58;1384.0;120.62;18.48
698;70218.0;Sautens;11.6;163.0;121.42;7.3
699;70219.0;Silz;65.66;2549.0;160.75;7.7
700;70220.0;Sölden;467.06;299.0;450.7;9.33
701;70221.0;Stams;33.57;1542.0;164.9;11.54
702;70222.0;Tarrenz;74.64;2749.0;129.69;6.14
703;70223.0;Umhausen;137.4;3304.0;118.5;9.03
704;70224.0;Wenns;29.64;204.0;112.75;5.24
705;;;;;;
706;;;;;;
707;70301.0;Absam;51.91;7298.0;648.0;17.22
708;70302.0;Aldrans;8.86;2719.0;520.41;3.8
709;70303.0;Ampass;7.96;1831.0;364.83;18.54
710;70304.0;Axams;22.18;605.0;476.05;10.63
711;70305.0;Baumkirchen;4.03;1267.0;448.51;16.02
712;70306.0;Birgitz;4.79;1485.0;527.2;11.67
713;70307.0;Ellbögen;34.5;1126.0;180.0;5.81
714;70308.0;Flaurling;19.63;1311.0;231.5;8.9
715;70309.0;Fritzens;6.12;2169.0;313.44;9.93
716;70310.0;Fulpmes;16.77;4455.0;286.24;13.83
717;70311.0;Gnadenwald;11.49;8160.0;335.69;4.92
718;70312.0;Götzens;9.73;4076.0;559.0;14.73
719;70313.0;Gries am Brenner;55.69;1323.0;141.56;4.26
720;70314.0;Gries im Sellrain;22.64;6190.0;135.01;13.69
721;70315.0;Grinzens;28.71;1406.0;306.38;9.47
722;70317.0;Gschnitz;59.22;4410.0;200.0;13.59
723;70318.0;Hatting;7.09;1469.0;288.0;9.17
724;70319.0;Inzing;19.39;3951.0;403.16;2.98
725;70320.0;Kematen in Tirol;6.99;2944.0;416.95;33.77
726;70322.0;Kolsass;3.34;1633.0;489.02;28.99
727;70323.0;Kolsassberg;35.39;8180.0;181.04;5.97
728;70325.0;Lans;6.28;1091.0;673.29;18.33
729;70326.0;Leutasch;102.94;2396.0;224.28;6.26
730;70327.0;Matrei am Brenner;0.36;9360.0;256.01;43.03
731;70328.0;Mieders;16.54;1871.0;298.91;4.53
732;70329.0;Mils;6.92;4495.0;619.53;13.19
733;70330.0;Mühlbachl;28.85;1429.0;134.68;1.85
734;70331.0;Mutters;19.03;223.0;241.88;18.12
735;70332.0;Natters;7.33;2076.0;501.09;15.11
736;70333.0;Navis;64.15;2043.0;142.5;24.37
737;70334.0;Neustift im Stubaital;249.03;4807.0;334.78;13.59
738;70335.0;Oberhofen im Inntal;18.59;186.0;254.75;7.01
739;70336.0;Obernberg am Brenner;38.71;3670.0;;35.68
740;70337.0;Oberperfuss;15.27;3105.0;275.74;22.17
741;70338.0;Patsch;9.71;1051.0;476.29;8.58
742;70339.0;Pettnau;10.77;1057.0;171.55;20.52
743;70340.0;Pfaffenhofen;7.0;114.0;144.82;11.78
744;70341.0;Pfons;21.7;1235.0;230.24;20.24
745;70342.0;Polling in Tirol;4.96;1235.0;217.03;9.4
746;70343.0;Ranggen;6.97;1105.0;266.85;15.4
747;70344.0;Reith bei Seefeld;20.9;1384.0;266.38;3.52
748;70345.0;Rinn;10.69;1937.0;300.0;19.16
749;70346.0;Rum;8.56;9265.0;628.22;1.95
750;70347.0;St. Sigmund im Sellrain;102.32;1750.0;;9.06
751;70348.0;Scharnitz;159.4;1352.0;197.24;6.2
752;70349.0;Schmirn;62.62;8700.0;129.87;34.2
753;70350.0;Schönberg im Stubaital;7.46;1111.0;306.09;3.62
754;70351.0;Seefeld in Tirol;17.38;3457.0;466.6;6.55
755;70352.0;Sellrain;61.97;1324.0;150.07;2.72
756;70353.0;Sistrans;7.92;225.0;537.96;11.59
757;70354.0;Hall in Tirol;5.51;14106.0;519.59;30.85
758;70355.0;Steinach am Brenner;28.06;3634.0;223.45;9.96
759;70356.0;Telfes im Stubai;27.38;1595.0;309.57;6.34
760;70357.0;Telfs;45.49;15985.0;286.73;16.15
761;70358.0;Thaur;21.05;4055.0;451.24;3.7
762;70359.0;Trins;48.81;1319.0;210.41;3.34
763;70360.0;Tulfes;27.72;1644.0;296.27;9.92
764;70361.0;Unterperfuss;2.24;2240.0;310.39;10.44
765;70362.0;Vals;48.74;5290.0;;16.42
766;70364.0;Völs;5.63;695.0;453.07;3.01
767;70365.0;Volders;32.15;4457.0;409.18;5.89
768;70366.0;Wattenberg;67.91;7430.0;194.8;3.64
769;70367.0;Wattens;10.84;8031.0;523.26;1.7
770;70368.0;Wildermieming;31.19;9650.0;185.09;8.18
771;70369.0;Zirl;57.2;813.0;492.51;13.08
772;;;;;;
773;;;;;;
774;70101.0;Innsbruck;104.88;132095.0;900.1;10.51
775;;;;;;
776;;;;;;
777;10501.0;Deutsch Kaltenbrunn;24.19;174.0;21.39;1.94
778;10502.0;Eltendorf;20.58;9220.0;17.25;1.21
779;10503.0;Heiligenkreuz im Lafnitztal;23.78;1236.0;22.17;1.72
780;10504.0;Jennersdorf;37.92;4114.0;23.83;2.19
781;10505.0;Minihof-Liebau;16.27;1055.0;;2.13
782;10506.0;Mogersdorf;12.77;1144.0;79.44;1.99
783;10507.0;Neuhaus am Klausenbach;19.99;8970.0;;1.44
784;10508.0;Rudersdorf;21.44;2172.0;27.35;2.07
785;10509.0;Sankt Martin an der Raab;43.01;20.0;22.5;1.77
786;10510.0;Weichselbaum;12.17;7130.0;;1.49
787;10511.0;Königsdorf;15.67;7340.0;18.44;1.54
788;10512.0;Mühlgraben;5.55;3840.0;27.67;1.29
789;;;;;;
790;;;;;;
791;40901.0;Edlbach;8.32;6480.0;104.58;1.18
792;40902.0;Grünburg;43.28;3849.0;62.09;4.35
793;40903.0;Hinterstoder;149.19;8890.0;79.94;2.37
794;40904.0;Inzersdorf im Kremstal;22.79;1896.0;68.44;3.1
795;40905.0;Kirchdorf an der Krems;2.78;4557.0;96.75;13.22
796;40906.0;Klaus an der Pyhrnbahn;108.03;105.0;57.22;4.42
797;40907.0;Kremsmünster;42.16;6666.0;99.15;8.15
798;40908.0;Micheldorf in Oberösterreich;50.34;5872.0;87.44;3.39
799;40909.0;Molln;191.44;3636.0;54.0;4.83
800;40910.0;Nußbach;30.48;2309.0;62.84;6.21
801;40911.0;Oberschlierbach;18.23;4900.0;91.7;2.78
802;40912.0;Pettenbach;54.73;5336.0;82.16;6.65
803;40913.0;Ried im Traunkreis;31.18;2781.0;74.68;8.15
804;40914.0;Rosenau am Hengstpaß;107.9;6510.0;39.0;2.8
805;40915.0;Roßleithen;67.55;1911.0;67.13;7.85
806;40916.0;St. Pankraz;47.18;3620.0;45.31;5.67
807;40917.0;Schlierbach;18.41;2853.0;75.41;4.62
808;40918.0;Spital am Pyhrn;108.93;224.0;47.99;6.09
809;40919.0;Steinbach am Ziehberg;34.84;8500.0;58.0;1.62
810;40920.0;Steinbach an der Steyr;28.1;1988.0;66.86;4.03
811;40921.0;Vorderstoder;37.12;8260.0;62.24;2.17
812;40922.0;Wartberg an der Krems;31.58;2976.0;70.53;6.3
813;40923.0;Windischgarsten;4.93;2401.0;95.89;18.05
814;;;;;;
815;;;;;;
816;70401.0;Aurach bei Kitzbühel;54.25;1122.0;748.94;13.01
817;70402.0;Brixen im Thale;31.35;2644.0;340.34;20.14
818;70403.0;Fieberbrunn;76.32;4319.0;203.06;6.82
819;70404.0;Going am Wilden Kaiser;20.87;1868.0;717.95;2.19
820;70405.0;Hochfilzen;32.68;1244.0;251.08;18.89
821;70406.0;Hopfgarten im Brixental;166.45;5646.0;254.05;7.16
822;70407.0;Itter;10.43;1176.0;240.0;21.33
823;70408.0;Jochberg;87.85;1521.0;554.91;11.38
824;70409.0;Kirchberg in Tirol;97.78;5228.0;551.7;9.03
825;70410.0;Kirchdorf in Tirol;113.01;3975.0;246.47;13.25
826;70411.0;Kitzbühel;58.01;819.0;1215.72;9.06
827;70412.0;Kössen;69.34;4414.0;216.11;9.35
828;70413.0;Oberndorf in Tirol;17.72;2287.0;292.28;9.68
829;70414.0;Reith bei Kitzbühel;15.66;1679.0;903.51;6.31
830;70415.0;St. Jakob in Haus;9.61;7850.0;180.0;27.62
831;70416.0;St. Johann in Tirol;59.11;9535.0;658.53;19.3
832;70417.0;St. Ulrich am Pillersee;52.03;187.0;229.78;10.33
833;70418.0;Schwendt;30.85;8500.0;222.6;17.28
834;70419.0;Waidring;63.76;2045.0;238.58;5.89
835;70420.0;Westendorf;95.5;3663.0;400.0;4.48
836;;;;;;
837;;;;;;
838;20402.0;Ebenthal in Kärnten;55.02;8039.0;68.93;3.11
839;20403.0;Feistritz im Rosental;71.87;2486.0;37.13;2.72
840;20405.0;Ferlach;117.36;7139.0;55.01;2.86
841;20409.0;Grafenstein;50.22;2971.0;48.64;4.35
842;20412.0;Keutschach am See;28.37;2447.0;90.18;1.81
843;20414.0;Köttmannsdorf;28.21;306.0;63.18;4.61
844;20415.0;Krumpendorf am Wörthersee;11.86;3441.0;194.97;5.85
845;20416.0;Ludmannsdorf;26.38;1778.0;44.59;3.24
846;20417.0;Maria Rain;25.53;2567.0;64.97;2.04
847;20418.0;Maria Saal;34.86;3872.0;87.0;4.94
848;20419.0;Maria Wörth;17.41;1619.0;123.35;1.83
849;20421.0;Moosburg;36.77;4462.0;68.49;3.02
850;20424.0;Pörtschach am Wörther See;12.64;289.0;154.97;2.51
851;20425.0;Poggersdorf;30.76;3199.0;51.7;5.22
852;20428.0;St. Margareten im Rosental;43.99;1089.0;33.43;4.31
853;20432.0;Schiefling am Wörthersee;28.63;2641.0;54.25;3.13
854;20435.0;Techelsberg am Wörther See;28.38;2199.0;55.31;3.37
855;20441.0;Zell;75.59;6080.0;32.7;1.54
856;20442.0;Magdalensberg;42.9;3522.0;51.91;3.19
857;;;;;;
858;;;;;;
859;20101.0;Klagenfurt am Wörthersee;120.09;10122.0;161.25;5.91
860;;;;;;
861;;;;;;
862;31201.0;Bisamberg;10.77;4803.0;358.38;4.88
863;31202.0;Enzersfeld im Weinviertel;9.86;1753.0;232.54;3.64
864;31203.0;Ernstbrunn;80.75;3264.0;69.19;2.67
865;31204.0;Großmugl;64.49;1605.0;61.31;2.42
866;31205.0;Großrußbach;32.77;2213.0;96.64;3.0
867;31206.0;Hagenbrunn;13.51;2276.0;318.71;5.83
868;31207.0;Harmannsdorf;55.61;4033.0;159.16;3.41
869;31208.0;Hausleiten;61.17;3777.0;97.1;4.53
870;31213.0;Korneuburg;9.77;1337.0;365.46;4.46
871;31214.0;Langenzersdorf;10.68;8055.0;304.02;5.73
872;31215.0;Leitzersdorf;27.9;1196.0;106.87;3.8
873;31216.0;Leobendorf;29.96;4884.0;232.17;3.2
874;31224.0;Rußbach;30.71;1413.0;61.88;2.59
875;31226.0;Sierndorf;55.12;3971.0;94.49;4.71
876;31227.0;Spillern;12.71;2428.0;192.41;3.32
877;31228.0;Stetteldorf am Wagram;25.74;1059.0;60.23;4.3
878;31229.0;Stetten;7.75;1369.0;181.97;4.43
879;31230.0;Stockerau;37.46;16857.0;200.0;3.93
880;31234.0;Niederhollabrunn;50.38;1553.0;88.58;2.75
881;31235.0;Gerasdorf bei Wien;35.26;11375.0;299.4;4.87
882;;;;;;
883;;;;;;
884;30101.0;Krems an der Donau;51.72;25058.0;149.61;4.7
885;;;;;;
886;;;;;;
887;31301.0;Aggsbach;13.71;6370.0;52.29;2.95
888;31302.0;Albrechtsberg an der Großen Krems;28.73;1027.0;;3.68
889;31303.0;Bergern im Dunkelsteinerwald;36.75;1265.0;42.98;1.85
890;31304.0;Dürnstein;16.72;8430.0;98.22;9.15
891;31308.0;Grafenegg;28.52;3138.0;55.67;3.0
892;31309.0;Furth bei Göttweig;12.38;297.0;86.83;5.3
893;31310.0;Gedersdorf;18.84;2167.0;43.63;4.53
894;31311.0;Gföhl;80.76;3786.0;49.02;2.46
895;31315.0;Hadersdorf-Kammern;4.79;1951.0;72.8;7.93
896;31319.0;Jaidhof;44.8;121.0;37.82;9.06
897;31321.0;Krumau am Kamp;26.88;7520.0;53.71;1.56
898;31322.0;Langenlois;66.97;7583.0;72.0;2.69
899;31323.0;Lengenfeld;14.92;1376.0;59.7;2.18
900;31324.0;Lichtenau im Waldviertel;58.3;2019.0;;3.94
901;31326.0;Maria Laach am Jauerling;36.37;9170.0;36.58;1.32
902;31327.0;Mautern an der Donau;9.07;3554.0;115.53;5.04
903;31330.0;Mühldorf;28.44;1296.0;52.88;1.56
904;31333.0;Paudorf;30.23;2572.0;70.09;3.62
905;31336.0;Rastenfeld;47.54;1573.0;33.13;5.05
906;31337.0;Rohrendorf bei Krems;9.78;2117.0;97.0;3.19
907;31338.0;Rossatz-Arnsdorf;39.23;1057.0;76.5;3.28
908;31340.0;St. Leonhard am Hornerwald;51.42;1115.0;;1.93
909;31343.0;Senftenberg;34.77;1985.0;69.98;1.98
910;31344.0;Spitz;23.86;1575.0;95.56;3.32
911;31346.0;Straß im Straßertale;22.49;1715.0;53.12;2.5
912;31347.0;Stratzing;5.88;8450.0;85.33;3.04
913;31350.0;Weinzierl am Walde;44.43;1243.0;37.82;1.81
914;31351.0;Weißenkirchen in der Wachau;23.35;1399.0;120.0;4.35
915;31355.0;Schönberg am Kamp;53.09;1858.0;44.9;1.81
